Entity,Code,Year,Fixed telephone subscriptions (per 100 people),"GDP per capita, PPP (constant 2017 international $)","Total population (Gapminder, HYDE & UN)",Continent
Guinea,GIN,1989,0.179214346,,6167480,
Guinea,GIN,1990,0.1778888,1507.640611,6352282,
Guinea,GIN,1991,0.176788184,1503.801223,6534936,
Guinea,GIN,1992,0.160630419,1511.113817,6716032,
Guinea,GIN,1993,0.167880547,1545.648684,6897171,
Guinea,GIN,1994,0.131448207,1565.266703,7081119,
Guinea,GIN,1995,0.149319944,1594.929221,7269631,
Guinea,GIN,1996,0.217128528,1622.749207,7463782,
Guinea,GIN,1997,0.25823292,1662.661984,7662071,
Guinea,GIN,1998,0.193530388,1679.691842,7860772,
Guinea,GIN,1999,0.261510516,1701.729752,8054745,
Guinea,GIN,2000,0.295010272,1704.956378,8240735,
Guinea,GIN,2001,0.302836577,1730.302117,8417082,
Guinea,GIN,2002,0.302687818,1783.849996,8586077,
Guinea,GIN,2003,0.298922906,1771.660089,8753097,
Guinea,GIN,2004,0.293532987,1778.051585,8925729,
Guinea,GIN,2005,0.274436332,1794.383162,9109585,
Guinea,GIN,2006,0.247114535,1777.134743,9307421,
Guinea,GIN,2007,0.231137062,1856.26109,9518159,
Guinea,GIN,2008,0.277241777,1889.18795,9738796,
Guinea,GIN,2009,0.220784469,1825.673398,9964470,
Guinea,GIN,2010,0.176606055,1870.800051,10192168,
Guinea,GIN,2011,0.172736897,1932.505815,10420459,
Guinea,GIN,2012,0,2002.321687,10652032,
Guinea,GIN,2013,0,2035.318627,10892821,
Guinea,GIN,2014,0,2061.694917,11150970,
Guinea,GIN,2015,0,2087.935026,11432096,Africa
Guinea,GIN,2016,0,2253.477683,11738434,
Guinea,GIN,2017,0,2417.803795,12067516,
Guinea,GIN,2018,0,2499.707266,12414292,
Guinea,GIN,2019,,2567.033987,12771246,
Guinea,GIN,2020,,2670.823355,13132792,
Guinea,GIN,2021,,,13497237,
Guinea-Bissau,GNB,1900,,,291917,
Guinea-Bissau,GNB,1901,,,294235,
Guinea-Bissau,GNB,1902,,,296571,
Guinea-Bissau,GNB,1903,,,298925,
Guinea-Bissau,GNB,1904,,,301297,
Guinea-Bissau,GNB,1905,,,303688,
Guinea-Bissau,GNB,1906,,,306098,
Guinea-Bissau,GNB,1907,,,308527,
Guinea-Bissau,GNB,1908,,,310974,
Guinea-Bissau,GNB,1909,,,313378,
Guinea-Bissau,GNB,1910,,,315736,
Guinea-Bissau,GNB,1911,,,318050,
Guinea-Bissau,GNB,1912,,,320316,
Guinea-Bissau,GNB,1913,,,322535,
Guinea-Bissau,GNB,1914,,,324769,
Guinea-Bissau,GNB,1915,,,327019,
Guinea-Bissau,GNB,1916,,,329284,
Guinea-Bissau,GNB,1917,,,331564,
Guinea-Bissau,GNB,1918,,,333553,
Guinea-Bissau,GNB,1919,,,336162,
Guinea-Bissau,GNB,1920,,,339403,
Guinea-Bissau,GNB,1921,,,343290,
Guinea-Bissau,GNB,1922,,,347835,
Guinea-Bissau,GNB,1923,,,353053,
Guinea-Bissau,GNB,1924,,,358349,
Guinea-Bissau,GNB,1925,,,363724,
Guinea-Bissau,GNB,1926,,,369180,
Guinea-Bissau,GNB,1927,,,374717,
Guinea-Bissau,GNB,1928,,,380338,
Guinea-Bissau,GNB,1929,,,385965,
Guinea-Bissau,GNB,1930,,,391597,
Guinea-Bissau,GNB,1931,,,397232,
Guinea-Bissau,GNB,1932,,,402871,
Guinea-Bissau,GNB,1933,,,408511,
Guinea-Bissau,GNB,1934,,,414230,
Guinea-Bissau,GNB,1935,,,420029,
Guinea-Bissau,GNB,1936,,,425909,
Guinea-Bissau,GNB,1937,,,431872,
Guinea-Bissau,GNB,1938,,,437918,
Guinea-Bissau,GNB,1939,,,444409,
Guinea-Bissau,GNB,1940,,,451358,
Guinea-Bissau,GNB,1941,,,458777,
Guinea-Bissau,GNB,1942,,,466680,
Guinea-Bissau,GNB,1943,,,475080,
Guinea-Bissau,GNB,1944,,,483631,
Guinea-Bissau,GNB,1945,,,492337,
Guinea-Bissau,GNB,1946,,,501199,
Guinea-Bissau,GNB,1947,,,510220,
Guinea-Bissau,GNB,1948,,,519404,
Guinea-Bissau,GNB,1949,,,527818,
Guinea-Bissau,GNB,1950,,,535438,
Guinea-Bissau,GNB,1951,,,544412,
Guinea-Bissau,GNB,1952,,,552569,
Guinea-Bissau,GNB,1953,,,560362,
Guinea-Bissau,GNB,1954,,,568163,
Guinea-Bissau,GNB,1955,,,576131,
Guinea-Bissau,GNB,1956,,,584335,
Guinea-Bissau,GNB,1957,,,592669,
Guinea-Bissau,GNB,1958,,,600925,
Guinea-Bissau,GNB,1959,,,608835,
Guinea-Bissau,GNB,1960,0.052748095,,616140,
Guinea-Bissau,GNB,1961,0.0527481,,622754,
Guinea-Bissau,GNB,1962,0.0527481,,628877,
Guinea-Bissau,GNB,1963,0.0527481,,635008,
Guinea-Bissau,GNB,1964,0.0527481,,641821,
Guinea-Bissau,GNB,1965,,,649795,
Guinea-Bissau,GNB,1966,0.0527481,,658998,
Guinea-Bissau,GNB,1967,0.0527481,,669243,
Guinea-Bissau,GNB,1968,0.0527481,,680431,
Guinea-Bissau,GNB,1969,0.0527481,,692407,
Guinea-Bissau,GNB,1970,,,704937,
Guinea-Bissau,GNB,1971,0.0527481,,718359,
Guinea-Bissau,GNB,1972,0.0527481,,732516,
Guinea-Bissau,GNB,1973,0.0527481,,746178,
Guinea-Bissau,GNB,1974,0.0527481,,757668,
Guinea-Bissau,GNB,1975,,,765985,
Guinea-Bissau,GNB,1976,,,770415,
Guinea-Bissau,GNB,1977,,,771732,
Guinea-Bissau,GNB,1978,,,772137,
Guinea-Bissau,GNB,1979,,,774726,
Guinea-Bissau,GNB,1980,,,781678,
Guinea-Bissau,GNB,1981,0.234314178,,793804,
Guinea-Bissau,GNB,1982,0.387460591,,810402,
Guinea-Bissau,GNB,1983,0.464944285,,830212,
Guinea-Bissau,GNB,1984,0.58030533,,851276,
Guinea-Bissau,GNB,1985,0.630616066,,872163,
Guinea-Bissau,GNB,1986,0.616231309,,892530,
Guinea-Bissau,GNB,1987,0.602571996,,912755,
Guinea-Bissau,GNB,1988,0.589467818,,933046,
Guinea-Bissau,GNB,1989,0.597615827,,953782,
Guinea-Bissau,GNB,1990,0.610605776,1994.661475,975265,
Guinea-Bissau,GNB,1991,0.619033966,2049.613967,997522,
Guinea-Bissau,GNB,1992,0.629685892,2025.793924,1020353,
Guinea-Bissau,GNB,1993,0.638762994,2022.608737,1043421,
Guinea-Bissau,GNB,1994,0.650351762,2042.459307,1066345,
Guinea-Bissau,GNB,1995,0.676215544,2088.255302,1088850,
Guinea-Bissau,GNB,1996,0.713518594,2284.369157,1110835,
Guinea-Bissau,GNB,1997,0.673989634,2386.301545,1132505,
Guinea-Bissau,GNB,1998,0.699861656,1683.250217,1154372,
Guinea-Bissau,GNB,1999,0.518039199,1667.63153,1177133,
Guinea-Bissau,GNB,2000,0.925912823,1722.757481,1201305,
Guinea-Bissau,GNB,2001,0.806857761,1723.453049,1227105,
Guinea-Bissau,GNB,2002,0.892580272,1669.270256,1254454,
Guinea-Bissau,GNB,2003,0.822719463,1641.028914,1283297,
Guinea-Bissau,GNB,2004,0.739935987,1647.578063,1313492,
Guinea-Bissau,GNB,2005,0.714832742,1677.708689,1344931,
Guinea-Bissau,GNB,2006,0.492457431,1675.770179,1377582,
Guinea-Bissau,GNB,2007,0.324042555,1688.813687,1411545,
Guinea-Bissau,GNB,2008,0.321161406,1700.285515,1446936,
Guinea-Bissau,GNB,2009,0.326432472,1713.763538,1483920,
Guinea-Bissau,GNB,2010,0,1747.237485,1522603,
Guinea-Bissau,GNB,2011,0,1839.692742,1562996,
Guinea-Bissau,GNB,2012,0,1760.883995,1604981,
Guinea-Bissau,GNB,2013,0,1770.476147,1648259,
Guinea-Bissau,GNB,2014,0,1740.896737,1692433,
Guinea-Bissau,GNB,2015,0,1800.063382,1737207,Africa
Guinea-Bissau,GNB,2016,0,1864.263035,1782434,
Guinea-Bissau,GNB,2017,0,1925.237737,1828146,
Guinea-Bissau,GNB,2018,0,1901.931739,1874304,
Guinea-Bissau,GNB,2019,,1939.28951,1920917,
Guinea-Bissau,GNB,2020,,1847.465824,1967998,
Guinea-Bissau,GNB,2021,,,2015490,
Guyana,GUY,1900,,,291626,
Guyana,GUY,1901,,,292375,
Guyana,GUY,1902,,,292530,
Guyana,GUY,1903,,,292087,
Guyana,GUY,1904,,,291645,
Guyana,GUY,1905,,,291203,
Guyana,GUY,1906,,,290761,
Guyana,GUY,1907,,,290320,
Guyana,GUY,1908,,,289879,
Guyana,GUY,1909,,,289477,
Guyana,GUY,1910,,,289113,
Guyana,GUY,1911,,,288787,
Guyana,GUY,1912,,,288499,
Guyana,GUY,1913,,,288249,
Guyana,GUY,1914,,,287999,
Guyana,GUY,1915,,,287749,
Guyana,GUY,1916,,,287499,
Guyana,GUY,1917,,,287249,
Guyana,GUY,1918,,,287249,
Guyana,GUY,1919,,,287380,
Guyana,GUY,1920,,,287642,
Guyana,GUY,1921,,,288036,
Guyana,GUY,1922,,,288562,
Guyana,GUY,1923,,,289219,
Guyana,GUY,1924,,,289878,
Guyana,GUY,1925,,,290539,
Guyana,GUY,1926,,,291201,
Guyana,GUY,1927,,,291865,
Guyana,GUY,1928,,,292530,
Guyana,GUY,1929,,,293710,
Guyana,GUY,1930,,,295412,
Guyana,GUY,1931,,,297642,
Guyana,GUY,1932,,,300408,
Guyana,GUY,1933,,,303717,
Guyana,GUY,1934,,,307062,
Guyana,GUY,1935,,,310443,
Guyana,GUY,1936,,,313862,
Guyana,GUY,1937,,,317319,
Guyana,GUY,1938,,,320814,
Guyana,GUY,1939,,,325015,
Guyana,GUY,1940,,,329944,
Guyana,GUY,1941,,,335623,
Guyana,GUY,1942,,,342076,
Guyana,GUY,1943,,,349326,
Guyana,GUY,1944,,,356730,
Guyana,GUY,1945,,,364291,
Guyana,GUY,1946,,,372012,
Guyana,GUY,1947,,,379896,
Guyana,GUY,1948,,,387948,
Guyana,GUY,1949,,,396823,
Guyana,GUY,1950,,,406559,
Guyana,GUY,1951,,,418680,
Guyana,GUY,1952,,,432815,
Guyana,GUY,1953,,,448462,
Guyana,GUY,1954,,,465165,
Guyana,GUY,1955,,,482562,
Guyana,GUY,1956,,,500315,
Guyana,GUY,1957,,,518251,
Guyana,GUY,1958,,,536220,
Guyana,GUY,1959,,,554094,
Guyana,GUY,1960,0.93088897,,571813,
Guyana,GUY,1961,0.930889,,589274,
Guyana,GUY,1962,0.930889,,606286,
Guyana,GUY,1963,0.930889,,622580,
Guyana,GUY,1964,0.930889,,637835,
Guyana,GUY,1965,0.935772273,,651865,
Guyana,GUY,1966,0.935772,,664518,
Guyana,GUY,1967,0.935772,,675861,
Guyana,GUY,1968,0.935772,,686144,
Guyana,GUY,1969,0.935772,,695743,
Guyana,GUY,1970,1.035557939,,704930,
Guyana,GUY,1971,1.03556,,713684,
Guyana,GUY,1972,1.03556,,721949,
Guyana,GUY,1973,1.03556,,729909,
Guyana,GUY,1974,1.03556,,737846,
Guyana,GUY,1975,1.903891044,,745847,
Guyana,GUY,1976,2.028905942,,754101,
Guyana,GUY,1977,,,762424,
Guyana,GUY,1978,,,770128,
Guyana,GUY,1979,,,776257,
Guyana,GUY,1980,,,780153,
Guyana,GUY,1981,2.077822067,,781734,
Guyana,GUY,1982,2.112010813,,781249,
Guyana,GUY,1983,2.182430663,,778953,
Guyana,GUY,1984,2.257426611,,775217,
Guyana,GUY,1985,2.336342456,,770439,
Guyana,GUY,1986,2.616273746,,764447,
Guyana,GUY,1987,2.112356228,,757451,
Guyana,GUY,1988,2.131517281,,750641,
Guyana,GUY,1989,2.145965919,,745581,
Guyana,GUY,1990,2.152536832,4843.092273,743306,
Guyana,GUY,1991,2.149168406,5128.401069,744477,
Guyana,GUY,1992,3.790131472,5495.849442,748596,
Guyana,GUY,1993,5.47468388,5901.427878,754141,
Guyana,GUY,1994,5.806197424,6364.831226,758896,
Guyana,GUY,1995,5.8604397,6663.981978,761298,
Guyana,GUY,1996,6.597046511,7198.835867,760801,
Guyana,GUY,1997,7.270472446,7672.270536,757975,
Guyana,GUY,1998,7.947963459,7585.446639,753778,
Guyana,GUY,1999,8.541579407,7852.72126,749676,
Guyana,GUY,2000,9.160121331,7776.308557,746718,
Guyana,GUY,2001,10.72361199,7969.708746,745206,
Guyana,GUY,2002,10.8005086,8064.488517,744789,
Guyana,GUY,2003,12.39117861,8009.706494,745142,
Guyana,GUY,2004,13.77000202,8128.435809,745737,
Guyana,GUY,2005,14.76031377,7965.378044,746156,
Guyana,GUY,2006,15.81042497,8371.962418,746335,
Guyana,GUY,2007,17.20006323,8972.305986,746477,
Guyana,GUY,2008,18.58848955,9112.208774,746815,
Guyana,GUY,2009,19.66543536,9454.099799,747718,
Guyana,GUY,2010,19.9959703,9789.0167,749430,
Guyana,GUY,2011,20.25177254,10276.03552,752029,
Guyana,GUY,2012,20.4139799,10780.96439,755388,
Guyana,GUY,2013,20.65166571,11117.52938,759281,
Guyana,GUY,2014,20.92391732,11244.44524,763371,
Guyana,GUY,2015,20.07435186,11261.81371,767433,South America
Guyana,GUY,2016,18.35634872,11631.0432,771363,
Guyana,GUY,2017,17.51691773,12005.4051,775218,
Guyana,GUY,2018,,12477.57671,779007,
Guyana,GUY,2019,,13082.20262,782775,
Guyana,GUY,2020,,18679.98023,786559,
Guyana,GUY,2021,,,790329,
Haiti,HTI,1900,,,1607208,
Haiti,HTI,1901,,,1629080,
Haiti,HTI,1902,,,1652767,
Haiti,HTI,1903,,,1678313,
Haiti,HTI,1904,,,1704254,
Haiti,HTI,1905,,,1730595,
Haiti,HTI,1906,,,1757342,
Haiti,HTI,1907,,,1784503,
Haiti,HTI,1908,,,1812083,
Haiti,HTI,1909,,,1840560,
Haiti,HTI,1910,,,1869956,
Haiti,HTI,1911,,,1900295,
Haiti,HTI,1912,,,1931598,
Haiti,HTI,1913,,,1963890,
Haiti,HTI,1914,,,1996721,
Haiti,HTI,1915,,,2030100,
Haiti,HTI,1916,,,2064037,
Haiti,HTI,1917,,,2098541,
Haiti,HTI,1918,,,2132500,
Haiti,HTI,1919,,,2165702,
Haiti,HTI,1920,,,2198119,
Haiti,HTI,1921,,,2229719,
Haiti,HTI,1922,,,2260472,
Haiti,HTI,1923,,,2290346,
Haiti,HTI,1924,,,2320614,
Haiti,HTI,1925,,,2351283,
Haiti,HTI,1926,,,2382357,
Haiti,HTI,1927,,,2413842,
Haiti,HTI,1928,,,2445743,
Haiti,HTI,1929,,,2477866,
Haiti,HTI,1930,,,2510212,
Haiti,HTI,1931,,,2542780,
Haiti,HTI,1932,,,2575572,
Haiti,HTI,1933,,,2608587,
Haiti,HTI,1934,,,2642025,
Haiti,HTI,1935,,,2675892,
Haiti,HTI,1936,,,2710193,
Haiti,HTI,1937,,,2744934,
Haiti,HTI,1938,,,2780120,
Haiti,HTI,1939,,,2815247,
Haiti,HTI,1940,,,2850309,
Haiti,HTI,1941,,,2885298,
Haiti,HTI,1942,,,2920207,
Haiti,HTI,1943,,,2955029,
Haiti,HTI,1944,,,2990267,
Haiti,HTI,1945,,,3025925,
Haiti,HTI,1946,,,3062007,
Haiti,HTI,1947,,,3098521,
Haiti,HTI,1948,,,3135469,
Haiti,HTI,1949,,,3176350,
Haiti,HTI,1950,,,3221270,
Haiti,HTI,1951,,,3274410,
Haiti,HTI,1952,,,3330331,
Haiti,HTI,1953,,,3388959,
Haiti,HTI,1954,,,3450248,
Haiti,HTI,1955,,,3514069,
Haiti,HTI,1956,,,3580312,
Haiti,HTI,1957,,,3648819,
Haiti,HTI,1958,,,3719427,
Haiti,HTI,1959,,,3791934,
Haiti,HTI,1960,,,3866162,
Haiti,HTI,1961,,,3941956,
Haiti,HTI,1962,,,4019171,
Haiti,HTI,1963,,,4097755,
Haiti,HTI,1964,,,4177631,
Haiti,HTI,1965,,,4258734,
Haiti,HTI,1966,,,4341325,
Haiti,HTI,1967,,,4425318,
Haiti,HTI,1968,,,4509811,
Haiti,HTI,1969,,,4593666,
Haiti,HTI,1970,,,4676237,
Haiti,HTI,1971,,,4757175,
Haiti,HTI,1972,,,4837334,
Haiti,HTI,1973,,,4918625,
Haiti,HTI,1974,,,5003708,
Haiti,HTI,1975,,,5094570,
Haiti,HTI,1976,,,5191637,
Haiti,HTI,1977,,,5294625,
Haiti,HTI,1978,,,5404020,
Haiti,HTI,1979,,,5520187,
Haiti,HTI,1980,,,5643175,
Haiti,HTI,1981,0.346418363,,5773367,
Haiti,HTI,1982,0.406075773,,5910223,
Haiti,HTI,1983,0.429636881,,6051617,
Haiti,HTI,1984,0.452000238,,6194686,
Haiti,HTI,1985,0.489169395,,6337275,
Haiti,HTI,1986,0.524809521,,6478537,
Haiti,HTI,1987,0.559018448,,6618742,
Haiti,HTI,1988,0.591871562,,6758222,
Haiti,HTI,1989,0.611793257,,6897755,
Haiti,HTI,1990,0.63939373,3229.619556,7037915,
Haiti,HTI,1991,0.627001868,3225.865247,7178611,
Haiti,HTI,1992,0.614933302,2995.781848,7319491,
Haiti,HTI,1993,0.603295487,2779.603303,7460684,
Haiti,HTI,1994,0.657693967,2401.826815,7602318,
Haiti,HTI,1995,0.774743066,2591.089803,7744509,
Haiti,HTI,1996,0.760716209,2649.525671,7887312,
Haiti,HTI,1997,0.747130459,2672.594015,8030721,
Haiti,HTI,1998,0.795138158,2682.813535,8174680,
Haiti,HTI,1999,0.841441524,2707.698156,8319070,
Haiti,HTI,2000,0.856588632,2684.551926,8463802,
Haiti,HTI,2001,0.929279614,2630.510953,8608810,
Haiti,HTI,2002,1.485009967,2610.753854,8754148,
Haiti,HTI,2003,1.573015327,2654.205006,8900108,
Haiti,HTI,2004,1.54746113,2578.886534,9047082,
Haiti,HTI,2005,1.580157141,2629.111261,9195289,
Haiti,HTI,2006,1.605173367,2632.184267,9344784,
Haiti,HTI,2007,1.140982176,2734.741354,9495336,
Haiti,HTI,2008,1.119567764,2758.579956,9646570,
Haiti,HTI,2009,1.092054477,2887.386675,9798046,
Haiti,HTI,2010,0.502546807,2735.283617,9949318,
Haiti,HTI,2011,0.495033821,2860.209386,10100320,
Haiti,HTI,2012,0.487760623,2833.777734,10250922,
Haiti,HTI,2013,0.394205184,2879.140268,10400672,
Haiti,HTI,2014,0.388662101,2935.219925,10549007,
Haiti,HTI,2015,0.053218434,2941.816081,10695540,North America
Haiti,HTI,2016,0.05250937,2952.617094,10839976,
Haiti,HTI,2017,0.053922807,2980.960584,10982367,
Haiti,HTI,2018,0.05324018,2992.310411,11123183,
Haiti,HTI,2019,0.052845239,2905.438565,11263079,
Haiti,HTI,2020,,2773.081364,11402533,
Haiti,HTI,2021,,,11541683,
Hanover,OWID_HAN,2015,,,,Europe
Heard Island and McDonald Islands,HMD,2015,,,,Antarctica
Heavily indebted poor countries (HIPC),,1965,0.141515367,,,
Heavily indebted poor countries (HIPC),,1966,0.130878238,,,
Heavily indebted poor countries (HIPC),,1967,0.130984552,,,
Heavily indebted poor countries (HIPC),,1968,0.131075421,,,
Heavily indebted poor countries (HIPC),,1969,0.13118203,,,
Heavily indebted poor countries (HIPC),,1970,0.168022956,,,
Heavily indebted poor countries (HIPC),,1971,0.163576797,,,
Heavily indebted poor countries (HIPC),,1972,0.163893903,,,
Heavily indebted poor countries (HIPC),,1973,0.164216621,,,
Heavily indebted poor countries (HIPC),,1974,0.164503359,,,
Heavily indebted poor countries (HIPC),,1975,0.20535559,,,
Heavily indebted poor countries (HIPC),,1976,0.208191818,,,
Heavily indebted poor countries (HIPC),,1977,0.208693942,,,
Heavily indebted poor countries (HIPC),,1978,0.219584977,,,
Heavily indebted poor countries (HIPC),,1979,0.228403195,,,
Heavily indebted poor countries (HIPC),,1980,0.287410002,,,
Heavily indebted poor countries (HIPC),,1981,0.282851623,,,
Heavily indebted poor countries (HIPC),,1982,0.290984639,,,
Heavily indebted poor countries (HIPC),,1983,0.299190861,,,
Heavily indebted poor countries (HIPC),,1984,0.310550984,,,
Heavily indebted poor countries (HIPC),,1985,0.316912009,,,
Heavily indebted poor countries (HIPC),,1986,0.325677402,,,
Heavily indebted poor countries (HIPC),,1987,0.329292304,,,
Heavily indebted poor countries (HIPC),,1988,0.33550373,,,
Heavily indebted poor countries (HIPC),,1989,0.347821573,,,
Heavily indebted poor countries (HIPC),,1990,0.360032628,1757.488522,,
Heavily indebted poor countries (HIPC),,1991,0.372876263,1714.81943,,
Heavily indebted poor countries (HIPC),,1992,0.385196077,1649.851541,,
Heavily indebted poor countries (HIPC),,1993,0.398779788,1613.420784,,
Heavily indebted poor countries (HIPC),,1994,0.416280836,1566.837542,,
Heavily indebted poor countries (HIPC),,1995,0.44004695,1598.66208,,
Heavily indebted poor countries (HIPC),,1996,0.49284525,1634.789053,,
Heavily indebted poor countries (HIPC),,1997,0.52830932,1654.350969,,
Heavily indebted poor countries (HIPC),,1998,0.587400302,1664.919221,,
Heavily indebted poor countries (HIPC),,1999,0.659627481,1672.006334,,
Heavily indebted poor countries (HIPC),,2000,0.736940365,1668.867452,,
Heavily indebted poor countries (HIPC),,2001,0.783519661,1689.311258,,
Heavily indebted poor countries (HIPC),,2002,0.868668516,1695.463904,,
Heavily indebted poor countries (HIPC),,2003,0.927778829,1719.116547,,
Heavily indebted poor countries (HIPC),,2004,1.015199721,1761.218133,,
Heavily indebted poor countries (HIPC),,2005,0.973047575,1813.834043,,
Heavily indebted poor countries (HIPC),,2006,1.052828802,1873.015717,,
Heavily indebted poor countries (HIPC),,2007,1.082105597,1936.640614,,
Heavily indebted poor countries (HIPC),,2008,1.086897203,1998.786127,,
Heavily indebted poor countries (HIPC),,2009,1.076163053,2033.665039,,
Heavily indebted poor countries (HIPC),,2010,1.114517239,2096.783542,,
Heavily indebted poor countries (HIPC),,2011,1.099804013,2141.560314,,
Heavily indebted poor countries (HIPC),,2012,1.066005515,2206.972082,,
Heavily indebted poor countries (HIPC),,2013,0.999482116,2276.233326,,
Heavily indebted poor countries (HIPC),,2014,1.020593653,2345.833032,,
Heavily indebted poor countries (HIPC),,2015,0.931812312,2390.346471,,
Heavily indebted poor countries (HIPC),,2016,0.927874716,2430.922144,,
Heavily indebted poor countries (HIPC),,2017,0.878672587,2490.729289,,
Heavily indebted poor countries (HIPC),,2018,0.743888213,2536.704844,,
Heavily indebted poor countries (HIPC),,2019,0.703505582,2576.64431,,
Heavily indebted poor countries (HIPC),,2020,,2518.510139,,
Hesse Electoral,OWID_HSE,2015,,,,Europe
Hesse Grand Ducal,OWID_HSG,2015,,,,Europe
High income,,1960,11.76515328,,,
High income,,1961,11.80174329,,,
High income,,1962,11.81843989,,,
High income,,1963,11.83129544,,,
High income,,1964,11.84117642,,,
High income,,1965,13.77154653,,,
High income,,1966,13.73183115,,,
High income,,1967,13.72748049,,,
High income,,1968,13.72184585,,,
High income,,1969,13.71536975,,,
High income,,1970,17.45725065,,,
High income,,1971,17.45818434,,,
High income,,1972,17.44724048,,,
High income,,1973,17.43635943,,,
High income,,1974,17.42607875,,,
High income,,1975,22.79067277,,,
High income,,1976,23.87918654,,,
High income,,1977,25.03893997,,,
High income,,1978,26.32273513,,,
High income,,1979,27.38603285,,,
High income,,1980,28.63237007,,,
High income,,1981,30.58385119,,,
High income,,1982,31.51249151,,,
High income,,1983,32.55236697,,,
High income,,1984,33.56745536,,,
High income,,1985,34.62196509,,,
High income,,1986,35.61510387,,,
High income,,1987,36.86346929,,,
High income,,1988,38.26027556,,,
High income,,1989,39.74579378,,,
High income,,1990,41.36076165,32045.80576,,
High income,,1991,42.61175836,32339.2946,,
High income,,1992,43.8392727,32867.61618,,
High income,,1993,45.07859729,33027.61423,,
High income,,1994,46.4752802,33858.13981,,
High income,,1995,48.05231662,34564.43327,,
High income,,1996,49.65305942,35390.59284,,
High income,,1997,51.35218546,36395.78423,,
High income,,1998,52.1547389,37178.99231,,
High income,,1999,54.06946202,38183.14097,,
High income,,2000,54.83787038,39535.76392,,
High income,,2001,54.50345772,39878.19588,,
High income,,2002,54.02432459,40247.75817,,
High income,,2003,52.92836758,40941.9458,,
High income,,2004,51.85088419,42090.77525,,
High income,,2005,50.80340476,43051.80206,,
High income,,2006,49.43749018,44144.36335,,
High income,,2007,47.20136859,45077.73389,,
High income,,2008,46.75385904,44960.44126,,
High income,,2009,48.37436848,43208.63566,,
High income,,2010,47.49105954,44257.53304,,
High income,,2011,46.31248968,44972.85932,,
High income,,2012,45.0826422,45310.145,,
High income,,2013,44.2090876,45716.59711,,
High income,,2014,43.6273896,46431.18056,,
High income,,2015,41.78855635,47302.85606,,
High income,,2016,40.97032977,47879.44311,,
High income,,2017,39.85295866,48780.5509,,
High income,,2018,38.4997796,49680.43585,,
High income,,2019,37.494958,50296.3271,,
High income,,2020,,47785.70424,,
Honduras,HND,1900,,,527437,
Honduras,HND,1901,,,539636,
Honduras,HND,1902,,,551985,
Honduras,HND,1903,,,564484,
Honduras,HND,1904,,,577266,
Honduras,HND,1905,,,590337,
Honduras,HND,1906,,,603703,
Honduras,HND,1907,,,617371,
Honduras,HND,1908,,,631348,
Honduras,HND,1909,,,644803,
Honduras,HND,1910,,,657710,
Honduras,HND,1911,,,670042,
Honduras,HND,1912,,,681772,
Honduras,HND,1913,,,692869,
Honduras,HND,1914,,,704146,
Honduras,HND,1915,,,715606,
Honduras,HND,1916,,,727252,
Honduras,HND,1917,,,739087,
Honduras,HND,1918,,,750343,
Honduras,HND,1919,,,763762,
Honduras,HND,1920,,,779433,
Honduras,HND,1921,,,797447,
Honduras,HND,1922,,,817901,
Honduras,HND,1923,,,840891,
Honduras,HND,1924,,,864528,
Honduras,HND,1925,,,888829,
Honduras,HND,1926,,,913813,
Honduras,HND,1927,,,939499,
Honduras,HND,1928,,,965907,
Honduras,HND,1929,,,991258,
Honduras,HND,1930,,,1015487,
Honduras,HND,1931,,,1038528,
Honduras,HND,1932,,,1060311,
Honduras,HND,1933,,,1080764,
Honduras,HND,1934,,,1101611,
Honduras,HND,1935,,,1122860,
Honduras,HND,1936,,,1144519,
Honduras,HND,1937,,,1166596,
Honduras,HND,1938,,,1189098,
Honduras,HND,1939,,,1212738,
Honduras,HND,1940,,,1237551,
Honduras,HND,1941,,,1263577,
Honduras,HND,1942,,,1290856,
Honduras,HND,1943,,,1319427,
Honduras,HND,1944,,,1348631,
Honduras,HND,1945,,,1378482,
Honduras,HND,1946,,,1408993,
Honduras,HND,1947,,,1440179,
Honduras,HND,1948,,,1472056,
Honduras,HND,1949,,,1507512,
Honduras,HND,1950,,,1546719,
Honduras,HND,1951,,,1588561,
Honduras,HND,1952,,,1631731,
Honduras,HND,1953,,,1676508,
Honduras,HND,1954,,,1723013,
Honduras,HND,1955,,,1771357,
Honduras,HND,1956,,,1821542,
Honduras,HND,1957,,,1873493,
Honduras,HND,1958,,,1927101,
Honduras,HND,1959,,,1982194,
Honduras,HND,1960,,,2038636,
Honduras,HND,1961,,,2096407,
Honduras,HND,1962,,,2155648,
Honduras,HND,1963,,,2216712,
Honduras,HND,1964,,,2280044,
Honduras,HND,1965,,,2346005,
Honduras,HND,1966,,,2414805,
Honduras,HND,1967,,,2486418,
Honduras,HND,1968,,,2560723,
Honduras,HND,1969,,,2637515,
Honduras,HND,1970,,,2716652,
Honduras,HND,1971,,,2798125,
Honduras,HND,1972,,,2882102,
Honduras,HND,1973,,,2968978,
Honduras,HND,1974,,,3059245,
Honduras,HND,1975,0.539220925,,3153252,
Honduras,HND,1976,0.527198879,,3251145,
Honduras,HND,1977,0.530328902,,3352825,
Honduras,HND,1978,0.583471536,,3458102,
Honduras,HND,1979,0.754965298,,3566661,
Honduras,HND,1980,0.786889738,,3678274,
